code_muni,uf,municipality,adoption_year,resolution
4126405,PR,Sertaneja,2022,Nº 1 - 24/02/2022
4126504,PR,Sertanópolis,2017,Nº 5 - 11/10/2017
4126603,PR,Siqueira Campos,2024,Nº 4 - 07/05/2024
4126652,PR,Sulina,2025,Nº 2 - 24/02/2025
4126678,PR,Tamarana,2024,Nº 03 - 05/04/2024
4126702,PR,Tamboara,2022,Nº 1 - 24/02/2022
4126801,PR,Tapejara,2017,Nº 5 - 11/10/2017
4126900,PR,Tapira,2016,Nº 5 - 03/08/2016
4127007,PR,Teixeira Soares,2024,Nº 7 - 21/06/2024
4127205,PR,Terra Boa,2016,Nº 1 - 21/03/2016
4127304,PR,Terra Rica,2018,Nº 5 - 23/07/2018
4127403,PR,Terra Roxa,2017,Nº 5 - 11/10/2017
4127502,PR,Tibagi,2025,Nº 2 - 24/02/2025
4127601,PR,Tijucas do Sul,2023,Nº 1 - 30/06/2023
4127700,PR,Toledo,2016,Nº 7 - 13/12/2016
4127809,PR,Tomazina,2016,Nº 7 - 13/12/2016
4127858,PR,Três Barras do Paraná,2020,Nº 2 - 08/07/2020
4127882,PR,Tunas do Paraná,2023,Nº 1 - 30/06/2023
4127908,PR,Tuneiras do Oeste,2016,Nº 7 - 13/12/2016
4127957,PR,Tupãssi,2020,Nº 03 - 15/10/2020
4127965,PR,Turvo,2024,Nº 7 - 21/06/2024
4128005,PR,Ubiratã,2020,Nº 2 - 08/07/2020
4128104,PR,Umuarama,2016,Nº 1 - 21/03/2016
4128203,PR,União da Vitória,2016,Nº 1 - 21/03/2016
4128302,PR,Uniflor,2024,Nº 10 - 30/09/2024
4128401,PR,Uraí,2025,Nº 2 - 24/02/2025
4128559,PR,Vera Cruz do Oeste,2017,Nº 4 - 10/07/2017
4128609,PR,Verê,2024,Nº 03 - 05/04/2024
4128625,PR,Alto Paraíso,2017,Nº 5 - 11/10/2017
4128658,PR,Virmond,2016,Nº 7 - 13/12/2016
4128708,PR,Vitorino,2025,Nº 2 - 24/02/2025
4128807,PR,Xambrê,2016,Nº 1 - 21/03/2016
3300100,RJ,Angra dos Reis,2025,Nº 17 - 31/12/2025
3300308,RJ,Barra do Piraí,2026,Nº 26 - 26/07/2026
3300407,RJ,Barra Mansa,2025,Nº 2 - 24/02/2025
3300456,RJ,Belford Roxo,2021,Nº 2 - 25/11/2021
3300803,RJ,Cachoeiras de Macacu,2024,Nº 10 - 30/09/2024
3301009,RJ,Campos dos Goytacazes,2020,Nº 1 - 23/01/2020
3301504,RJ,Cordeiro,2021,Nº 1 - 12/01/2021
3301702,RJ,Duque de Caxias,2016,Nº 5 - 03/08/2016
3302007,RJ,Itaguaí,2025,Nº 17 - 31/12/2025
3302205,RJ,Itaperuna,2023,Nº 4 - 21/12/2023
3302270,RJ,Japeri,2026,Nº 26 - 26/07/2026
3302700,RJ,Maricá,2023,Nº 1 - 30/06/2023
3302858,RJ,Mesquita,2025,Nº 17 - 31/12/2025
3303302,RJ,Niterói,2020,Nº 1 - 23/01/2020
3303500,RJ,Nova Iguaçu,2020,Nº 1 - 23/01/2020
3303609,RJ,Paracambi,2026,Nº 25 - 26/06/2026
3303708,RJ,Paraíba do Sul,2026,Nº 26 - 26/07/2026
3304144,RJ,Queimados,2024,Nº 13 - 13/12/2024
3304557,RJ,Rio de Janeiro,2020,Nº 1 - 23/01/2020
3304904,RJ,São Gonçalo,2023,Nº 4 - 21/12/2023
3305109,RJ,São João de Meriti,2023,Nº 4 - 21/12/2023
3305752,RJ,Tanguá,2024,Nº 4 - 07/05/2024
3305802,RJ,Teresópolis,2024,Nº 10 - 30/09/2024
3306008,RJ,Três Rios,2021,Nº 2 - 25/11/2021
3306305,RJ,Volta Redonda,2016,Nº 5 - 03/08/2016
2400208,RN,Açu,2025,Nº 11 - 15/08/2025
2402204,RN,Canguaretama,2025,Nº 9 - 30/06/2025
2402501,RN,Carnaubais,2025,Nº 14 - 16/10/2025
2404200,RN,Goianinha,2026,Nº 25 - 26/06/2026
2404853,RN,Itajá,2026,Nº 25 - 26/06/2026
2405009,RN,Jaçanã,2025,Nº 12 - 03/09/2025
2407104,RN,Macaíba,2025,Nº 12 - 03/09/2025
2408102,RN,Natal,2025,Nº 9 - 30/06/2025
2411502,RN,Santo Antônio,2025,Nº 14 - 16/10/2025
2412609,RN,São Paulo do Potengi,2026,Nº 26 - 26/07/2026
2413508,RN,Serrinha,2025,Nº 9 - 30/06/2025
1100015,RO,Alta Floresta D'Oeste,2024,Nº 03 - 05/04/2024
1100023,RO,Ariquemes,2024,Nº 03 - 05/04/2024
1100031,RO,Cabixi,2024,Nº 03 - 05/04/2024
1100064,RO,Colorado do Oeste,2024,Nº 2 - 08/03/2024
1100072,RO,Corumbiara,2024,Nº 2 - 08/03/2024
1100080,RO,Costa Marques,2024,Nº 12 - 19/11/2024
1100106,RO,Guajará-Mirim,2024,Nº 4 - 07/05/2024
1100122,RO,Ji-Paraná,2026,Nº 22 - 29/04/2026
1100148,RO,Nova Brasilândia D'Oeste,2026,N° 28 - 26/08/2026
1100205,RO,Porto Velho,2026,Nº 23 - 26/05/2026
1100288,RO,Rolim de Moura,2024,Nº 4 - 07/05/2024
1100296,RO,Santa Luzia D'Oeste,2024,Nº 03 - 05/04/2024
1100320,RO,São Miguel do Guaporé,2024,Nº 03 - 05/04/2024
1100338,RO,Nova Mamoré,2024,Nº 4 - 07/05/2024
1100346,RO,Alvorada D'Oeste,2024,Nº 4 - 07/05/2024
1100452,RO,Buritis,2025,Nº 17 - 31/12/2025
1100502,RO,Novo Horizonte do Oeste,2025,Nº 9 - 30/06/2025
1100601,RO,Cacaulândia,2024,Nº 2 - 08/03/2024
1100700,RO,Campo Novo de Rondônia,2024,Nº 4 - 07/05/2024
1100809,RO,Candeias do Jamari,2024,Nº 03 - 05/04/2024
1100908,RO,Castanheiras,2024,Nº 4 - 07/05/2024
1101203,RO,Ministro Andreazza,2024,Nº 4 - 07/05/2024
1101476,RO,Primavera de Rondônia,2024,Nº 4 - 07/05/2024
1101484,RO,São Felipe D'Oeste,2024,Nº 4 - 07/05/2024
1101492,RO,São Francisco do Guaporé,2024,Nº 4 - 07/05/2024
1101500,RO,Seringueiras,2024,Nº 4 - 07/05/2024
1101757,RO,Vale do Anari,2025,Nº 2 - 24/02/2025
1400027,RR,Amajari,2024,Nº 4 - 07/05/2024
1400050,RR,Alto Alegre,2024,Nº 2 - 08/03/2024
1400100,RR,Boa Vista,2024,Nº 2 - 08/03/2024
1400159,RR,Bonfim,2024,Nº 4 - 07/05/2024
1400175,RR,Cantá,2024,Nº 8 - 03/07/2024
1400209,RR,Caracaraí,2024,Nº 4 - 07/05/2024
1400233,RR,Caroebe,2024,Nº 2 - 08/03/2024
1400282,RR,Iracema,2025,Nº 11 - 15/08/2025
1400308,RR,Mucajaí,2024,Nº 4 - 07/05/2024
1400407,RR,Normandia,2024,Nº 2 - 08/03/2024
1400456,RR,Pacaraima,2024,Nº 2 - 08/03/2024
1400472,RR,Rorainópolis,2024,Nº 2 - 08/03/2024
1400506,RR,São João da Baliza,2024,Nº 2 - 08/03/2024
1400605,RR,São Luiz,2024,Nº 4 - 07/05/2024
1400704,RR,Uiramutã,2024,Nº 2 - 08/03/2024
4300307,RS,Alecrim,2026,Nº 22 - 29/04/2026
4300406,RS,Alegrete,2024,Nº 9 - 20/08/2024
4301008,RS,Arroio do Meio,2024,Nº 4 - 07/05/2024
4301073,RS,Arroio do Padre,2026,Nº 25 - 26/06/2026
4301636,RS,Balneário Pinhal,2025,Nº 17 - 31/12/2025
4301909,RS,Barra do Ribeiro,2026,Nº 23 - 26/05/2026
4302105,RS,Bento Gonçalves,2016,Nº 5 - 03/08/2016
4302204,RS,Boa Vista do Buricá,2023,Nº 4 - 21/12/2023
4302402,RS,Bom Retiro do Sul,2024,Nº 4 - 07/05/2024
4302451,RS,Boqueirão do Leão,2025,Nº 9 - 30/06/2025
4304606,RS,Canoas,2014,Nº 4 - 20/03/2014
4304705,RS,Carazinho,2025,Nº 5 - 25/03/2025
4305108,RS,Caxias do Sul,2013,Nº 1 - 20/11/2013
4305124,RS,Cerrito,2026,N° 28 - 26/08/2026
4305355,RS,Charqueadas,2024,Nº 4 - 07/05/2024
4305603,RS,Colorado,2025,Nº 5 - 25/03/2025
4305801,RS,Constantina,2024,Nº 4 - 07/05/2024
4306072,RS,Cristal do Sul,2024,Nº 4 - 07/05/2024
4306429,RS,Dois Irmãos das Missões,2026,Nº 22 - 29/04/2026
4306551,RS,Dom Pedro de Alcântara,2025,Nº 14 - 16/10/2025
4306767,RS,Eldorado do Sul,2024,Nº 4 - 07/05/2024
4306908,RS,Encruzilhada do Sul,2025,Nº 9 - 30/06/2025
4307054,RS,Ernestina,2026,Nº 22 - 29/04/2026
4307104,RS,Herval,2025,Nº 9 - 30/06/2025
4307302,RS,Erval Seco,2024,Nº 4 - 07/05/2024
4307500,RS,Espumoso,2025,Nº 17 - 31/12/2025
4307807,RS,Estrela,2024,Nº 4 - 07/05/2024
4308508,RS,Frederico Westphalen,2024,Nº 4 - 07/05/2024
4309001,RS,Giruá,2024,Nº 4 - 07/05/2024
4309209,RS,Gravataí,2024,Nº 2 - 08/03/2024
4309308,RS,Guaíba,2025,Nº 14 - 16/10/2025
4309704,RS,Humaitá,2026,Nº 22 - 29/04/2026
4310603,RS,Itaqui,2024,Nº 9 - 20/08/2024
4310850,RS,Jaboticaba,2025,Nº 14 - 16/10/2025
4311403,RS,Lajeado,2024,Nº 4 - 07/05/2024
4311601,RS,Liberato Salzano,2025,Nº 8 - 30/04/2025
4312153,RS,Mato Leitão,2025,Nº 9 - 30/06/2025
4312203,RS,Maximiliano de Almeida,2025,Nº 17 - 31/12/2025
4312302,RS,Miraguaí,2024,Nº 4 - 07/05/2024
4312450,RS,Morro Redondo,2024,Nº 4 - 07/05/2024
4312674,RS,Nicolau Vergueiro,2024,Nº 12 - 19/11/2024
4313375,RS,Nova Santa Rita,2025,Nº 17 - 31/12/2025
4313409,RS,Novo Hamburgo,2024,Nº 10 - 30/09/2024
4313490,RS,Novo Barreiro,2024,Nº 7 - 21/06/2024
4313706,RS,Palmeira das Missões,2023,Nº 4 - 21/12/2023
4313805,RS,Palmitinho,2024,Nº 10 - 30/09/2024
4314209,RS,Pedro Osório,2025,Nº 17 - 31/12/2025
4314407,RS,Pelotas,2024,Nº 2 - 08/03/2024
4314498,RS,Pinheirinho do Vale,2026,Nº 25 - 26/06/2026
4314506,RS,Pinheiro Machado,2024,Nº 7 - 21/06/2024
4314779,RS,Pontão,2024,Nº 2 - 08/03/2024
4314902,RS,Porto Alegre,2014,Nº 8 - 27/11/2014
4315107,RS,Porto Xavier,2025,Nº 7 - 28/04/2025
4315503,RS,Restinga Sêca,2025,Nº 2 - 24/02/2025
4315602,RS,Rio Grande,2014,Nº 8 - 27/11/2014
4315800,RS,Roca Sales,2024,Nº 4 - 07/05/2024
4316428,RS,Sagrada Família,2025,Nº 2 - 24/02/2025
4316451,RS,Salto do Jacuí,2024,Nº 4 - 07/05/2024
4316709,RS,Santa Bárbara do Sul,2025,Nº 8 - 30/04/2025
4316808,RS,Santa Cruz do Sul,2023,Nº 4 - 21/12/2023
4317103,RS,Sant'Ana do Livramento,2023,Nº 4 - 21/12/2023
4317400,RS,Santiago,2024,Nº 2 - 08/03/2024
4317509,RS,Santo Ângelo,2024,Nº 4 - 07/05/2024
4317608,RS,Santo Antônio da Patrulha,2024,Nº 4 - 07/05/2024
4318200,RS,São Francisco de Paula,2017,Nº 4 - 10/07/2017
4318408,RS,São Jerônimo,2024,Nº 2 - 08/03/2024
4318705,RS,São Leopoldo,2018,Nº 8 - 19/11/2018
4318804,RS,São Lourenço do Sul,2024,Nº 2 - 08/03/2024
4319505,RS,São Sebastião do Caí,2026,Nº 26 - 26/07/2026
4320008,RS,Sapucaia do Sul,2024,Nº 10 - 30/09/2024
4320206,RS,Seberi,2023,Nº 4 - 21/12/2023
4320800,RS,Soledade,2026,Nº 25 - 26/06/2026
4320909,RS,Tapejara,2025,Nº 2 - 24/02/2025
4321105,RS,Tapes,2024,Nº 4 - 07/05/2024
4321303,RS,Taquari,2024,Nº 2 - 08/03/2024
4321329,RS,Taquaruçu do Sul,2024,Nº 12 - 19/11/2024
4321402,RS,Tenente Portela,2024,Nº 2 - 08/03/2024
4321956,RS,Trindade do Sul,2024,Nº 4 - 07/05/2024
4322202,RS,Tupanciretã,2024,Nº 4 - 07/05/2024
4322533,RS,Vale do Sol,2026,Nº 25 - 26/06/2026
4322608,RS,Venâncio Aires,2025,Nº 12 - 03/09/2025
4322707,RS,Vera Cruz,2025,Nº 7 - 28/04/2025
4200101,SC,Abelardo Luz,2025,Nº 9 - 30/06/2025
4201307,SC,Araquari,2025,Nº 16 - 08/12/2025
4202073,SC,Balneário Gaivota,2025,Nº 14 - 16/10/2025
4202404,SC,Blumenau,2014,Nº 8 - 27/11/2014
4202602,SC,Bom Retiro,2018,Nº 4 - 17/04/2018
4203006,SC,Caçador,2016,Nº 1 - 21/03/2016
4203501,SC,Campo Erê,2016,Nº 3 - 20/05/2016
4203709,SC,Canelinha,2016,Nº 1 - 21/03/2016
4203808,SC,Canoinhas,2013,Nº 1 - 20/11/2013
4203907,SC,Capinzal,2016,Nº 3 - 20/05/2016
4204004,SC,Catanduvas,2026,Nº 21 - 30/03/2026
4204202,SC,Chapecó,2019,Nº 2 - 11/06/2019
4204400,SC,Coronel Freitas,2026,Nº 21 - 30/03/2026
4204558,SC,Correia Pinto,2025,Nº 9 - 30/06/2025
4204608,SC,Criciúma,2013,Nº 1 - 20/11/2013
4205001,SC,Dionísio Cerqueira,2025,Nº 12 - 03/09/2025
4205175,SC,Entre Rios,2025,Nº 9 - 30/06/2025
4205357,SC,Flor do Sertão,2016,Nº 5 - 03/08/2016
4205407,SC,Florianópolis,2022,Nº 8 - 27/12/2022
4205431,SC,Formosa do Sul,2014,Nº 4 - 20/03/2014
4205456,SC,Forquilhinha,2014,Nº 4 - 20/03/2014
4205555,SC,Frei Rogério,2025,Nº 14 - 16/10/2025
4206603,SC,Guarujá do Sul,2025,Nº 9 - 30/06/2025
4207684,SC,Ipuaçu,2024,Nº 2 - 08/03/2024
4207908,SC,Irineópolis,2016,Nº 5 - 03/08/2016
4208203,SC,Itajaí,2019,Nº 2 - 11/06/2019
4208906,SC,Jaraguá do Sul,2016,Nº 1 - 21/03/2016
4209102,SC,Joinville,2016,Nº 6 - 28/10/2016
4209300,SC,Lages,2014,Nº 8 - 27/11/2014
4209409,SC,Laguna,2019,Nº 2 - 11/06/2019
4209706,SC,Lebon Régis,2025,Nº 16 - 08/12/2025
4209854,SC,Lindóia do Sul,2014,Nº 8 - 27/11/2014
4210308,SC,Major Vieira,2020,Nº 1 - 23/01/2020
4210506,SC,Maravilha,2019,Nº 2 - 11/06/2019
4211801,SC,Ouro,2024,Nº 9 - 20/08/2024
4212007,SC,Palma Sola,2025,Nº 9 - 30/06/2025
4212106,SC,Palmitos,2014,Nº 8 - 27/11/2014
4212270,SC,Passos Maia,2014,Nº 8 - 27/11/2014
4212304,SC,Paulo Lopes,2025,Nº 14 - 16/10/2025
4212908,SC,Pinhalzinho,2016,Nº 5 - 03/08/2016
4214805,SC,Rio do Sul,2023,Nº 4 - 21/12/2023
4215802,SC,São Bento do Sul,2019,Nº 2 - 11/06/2019
4216206,SC,São Francisco do Sul,2018,Nº 4 - 17/04/2018
4216305,SC,São João Batista,2025,Nº 16 - 08/12/2025
4216503,SC,São Joaquim,2018,Nº 5 - 23/07/2018
4216701,SC,São José do Cedro,2014,Nº 4 - 20/03/2014
4216909,SC,São Lourenço do Oeste,2025,Nº 9 - 30/06/2025
4217758,SC,Sul Brasil,2014,Nº 8 - 27/11/2014
4218707,SC,Tubarão,2018,Nº 5 - 23/07/2018
4219507,SC,Xanxerê,2018,Nº 5 - 23/07/2018
2800100,SE,Amparo do São Francisco,2025,Nº 10 - 10/07/2025
2800209,SE,Aquidabã,2025,Nº 10 - 10/07/2025
2800308,SE,Aracaju,2024,Nº 10 - 30/09/2024
2800407,SE,Arauá,2024,Nº 11 - 09/10/2024
2800506,SE,Areia Branca,2025,Nº 10 - 10/07/2025
2800605,SE,Barra dos Coqueiros,2019,Nº 01 - 18/03/2019
2800670,SE,Boquim,2014,Nº 8 - 27/11/2014
2800704,SE,Brejo Grande,2025,Nº 11 - 15/08/2025
2801009,SE,Campo do Brito,2025,Nº 7 - 28/04/2025
2801108,SE,Canhoba,2024,Nº 12 - 19/11/2024
2801207,SE,Canindé de São Francisco,2024,Nº 11 - 09/10/2024
2801306,SE,Capela,2025,Nº 11 - 15/08/2025
2801405,SE,Carira,2025,Nº 10 - 10/07/2025
2801504,SE,Carmópolis,2025,Nº 10 - 10/07/2025
2801603,SE,Cedro de São João,2025,Nº 10 - 10/07/2025
2801702,SE,Cristinápolis,2025,Nº 7 - 28/04/2025
2801900,SE,Cumbe,2025,Nº 10 - 10/07/2025
2802007,SE,Divina Pastora,2025,Nº 7 - 28/04/2025
2802106,SE,Estância,2025,Nº 7 - 28/04/2025
2802205,SE,Feira Nova,2025,Nº 10 - 10/07/2025
2802304,SE,Frei Paulo,2025,Nº 10 - 10/07/2025
2802403,SE,Gararu,2025,Nº 10 - 10/07/2025
2802502,SE,General Maynard,2025,Nº 10 - 10/07/2025
2802601,SE,Gracho Cardoso,2024,Nº 12 - 19/11/2024
2802700,SE,Ilha das Flores,2025,Nº 7 - 28/04/2025
2802809,SE,Indiaroba,2025,Nº 8 - 30/04/2025
2802908,SE,Itabaiana,2024,Nº 11 - 09/10/2024
2803005,SE,Itabaianinha,2025,Nº 11 - 15/08/2025
2803104,SE,Itabi,2025,Nº 10 - 10/07/2025
2803203,SE,Itaporanga d'Ajuda,2025,Nº 10 - 10/07/2025
2803302,SE,Japaratuba,2025,Nº 8 - 30/04/2025
2803401,SE,Japoatã,2025,Nº 10 - 10/07/2025
2803500,SE,Lagarto,2014,Nº 8 - 27/11/2014
2803609,SE,Laranjeiras,2025,Nº 10 - 10/07/2025
2803708,SE,Macambira,2025,Nº 10 - 10/07/2025
2803807,SE,Malhada dos Bois,2025,Nº 11 - 15/08/2025
2803906,SE,Malhador,2025,Nº 11 - 15/08/2025
2804003,SE,Maruim,2025,Nº 10 - 10/07/2025
2804102,SE,Moita Bonita,2025,Nº 10 - 10/07/2025
2804201,SE,Monte Alegre de Sergipe,2025,Nº 8 - 30/04/2025
2804300,SE,Muribeca,2025,Nº 10 - 10/07/2025
2804409,SE,Neópolis,2025,Nº 10 - 10/07/2025
2804458,SE,Nossa Senhora Aparecida,2024,Nº 11 - 09/10/2024
2804508,SE,Nossa Senhora da Glória,2025,Nº 10 - 10/07/2025
2804607,SE,Nossa Senhora das Dores,2025,Nº 10 - 10/07/2025
2804706,SE,Nossa Senhora de Lourdes,2025,Nº 8 - 30/04/2025
2804805,SE,Nossa Senhora do Socorro,2024,Nº 12 - 19/11/2024
2804904,SE,Pacatuba,2019,Nº 01 - 18/03/2019
2805000,SE,Pedra Mole,2025,Nº 10 - 10/07/2025
2805109,SE,Pedrinhas,2025,Nº 8 - 30/04/2025
2805208,SE,Pinhão,2025,Nº 4 - 20/03/2025
2805307,SE,Pirambu,2025,Nº 10 - 10/07/2025
2805406,SE,Poço Redondo,2025,Nº 10 - 10/07/2025
2805505,SE,Poço Verde,2025,Nº 10 - 10/07/2025
2805604,SE,Porto da Folha,2025,Nº 10 - 10/07/2025
2805703,SE,Propriá,2024,Nº 4 - 07/05/2024
2805802,SE,Riachão do Dantas,2025,Nº 10 - 10/07/2025
2805901,SE,Riachuelo,2025,Nº 11 - 15/08/2025
2806008,SE,Ribeirópolis,2025,Nº 8 - 30/04/2025
2806107,SE,Rosário do Catete,2025,Nº 11 - 15/08/2025
2806206,SE,Salgado,2025,Nº 8 - 30/04/2025
2806305,SE,Santa Luzia do Itanhy,2024,Nº 7 - 21/06/2024
2806404,SE,Santana do São Francisco,2025,Nº 10 - 10/07/2025
2806503,SE,Santa Rosa de Lima,2025,Nº 10 - 10/07/2025
2806602,SE,Santo Amaro das Brotas,2025,Nº 10 - 10/07/2025
2806701,SE,São Cristóvão,2023,Nº 4 - 21/12/2023
2806800,SE,São Domingos,2025,Nº 11 - 15/08/2025
2806909,SE,São Francisco,2025,Nº 11 - 15/08/2025
2807006,SE,São Miguel do Aleixo,2024,Nº 11 - 09/10/2024
2807105,SE,Simão Dias,2024,Nº 12 - 19/11/2024
2807204,SE,Siriri,2025,Nº 10 - 10/07/2025
2807303,SE,Telha,2025,Nº 10 - 10/07/2025
2807402,SE,Tobias Barreto,2025,Nº 8 - 30/04/2025
2807501,SE,Tomar do Geru,2025,Nº 11 - 15/08/2025
2807600,SE,Umbaúba,2014,Nº 8 - 27/11/2014
3501004,SP,Altinópolis,2014,Nº 8 - 27/11/2014
3502200,SP,Angatuba,2024,Nº 9 - 20/08/2024
3502408,SP,Anhumas,2025,Nº 1 - 14/01/2025
3502705,SP,Apiaí,2026,Nº 26 - 26/07/2026
3502804,SP,Araçatuba,2023,Nº 1 - 30/06/2023
3503208,SP,Araraquara,2018,Nº 5 - 23/07/2018
3506003,SP,Bauru,2016,Nº 2 - 03/05/2016
3506300,SP,Bernardino de Campos,2014,Nº 8 - 27/11/2014
3506508,SP,Birigui,2016,Nº 2 - 03/05/2016
3506607,SP,Biritiba Mirim,2025,Nº 4 - 20/03/2025
3507001,SP,Boituva,2026,N° 28 - 26/08/2026
3507159,SP,Bom Sucesso de Itararé,2024,Nº 10 - 30/09/2024
3507456,SP,Borebi,2026,Nº 26 - 26/07/2026
3507506,SP,Botucatu,2016,Nº 7 - 13/12/2016
3507902,SP,Brotas,2024,Nº 9 - 20/08/2024
3509502,SP,Campinas,2020,Nº 2 - 08/07/2020
3509908,SP,Cananéia,2025,Nº 9 - 30/06/2025
3510500,SP,Caraguatatuba,2026,Nº 22 - 29/04/2026
3513306,SP,Cruzália,2024,Nº 7 - 21/06/2024
3513801,SP,Diadema,2024,Nº 2 - 08/03/2024
3514007,SP,Dobrada,2026,Nº 19 - 26/02/2026
3514403,SP,Dracena,2022,Nº 5 - 09/09/2022
3515004,SP,Embu das Artes,2026,Nº 23 - 26/05/2026
3515301,SP,Estrela do Norte,2025,Nº 4 - 20/03/2025
3515350,SP,Euclides da Cunha Paulista,2025,Nº 9 - 30/06/2025
3516200,SP,Franca,2023,Nº 1 - 30/06/2023
3516309,SP,Francisco Morato,2026,Nº 23 - 26/05/2026
3518503,SP,Guareí,2024,Nº 10 - 30/09/2024
3518701,SP,Guarujá,2014,Nº 8 - 27/11/2014
3518800,SP,Guarulhos,2023,Nº 4 - 21/12/2023
3519071,SP,Hortolândia,2024,Nº 2 - 08/03/2024
3519501,SP,Ibirarema,2023,Nº 1 - 30/06/2023
3521309,SP,Ipuã,2025,Nº 1 - 14/01/2025
3521705,SP,Itaberá,2026,Nº 19 - 26/02/2026
3522109,SP,Itanhaém,2024,Nº 9 - 20/08/2024
3522158,SP,Itaoca,2026,Nº 26 - 26/07/2026
3522307,SP,Itapetininga,2020,Nº 1 - 23/01/2020
3522406,SP,Itapeva,2026,Nº 23 - 26/05/2026
3522703,SP,Itápolis,2025,Nº 9 - 30/06/2025
3523008,SP,Itapura,2026,Nº 19 - 26/02/2026
3523107,SP,Itaquaquecetuba,2024,Nº 9 - 20/08/2024
3524303,SP,Jaboticabal,2019,Nº 01 - 18/03/2019
3524600,SP,Jacupiranga,2025,Nº 12 - 03/09/2025
3525904,SP,Jundiaí,2025,Nº 9 - 30/06/2025
3526704,SP,Leme,2026,Nº 24 - 02/06/2026
3526902,SP,Limeira,2026,N° 28 - 26/08/2026
3527108,SP,Lins,2026,Nº 22 - 29/04/2026
3527405,SP,Lucélia,2024,Nº 10 - 30/09/2024
3528908,SP,Mariápolis,2025,Nº 8 - 30/04/2025
3529005,SP,Marília,2023,Nº 4 - 21/12/2023
3529401,SP,Mauá,2024,Nº 8 - 03/07/2024
3530805,SP,Mogi Mirim,2026,Nº 26 - 26/07/2026
3532108,SP,Murutinga do Sul,2025,Nº 8 - 30/04/2025
3532702,SP,Nipoã,2025,Nº 8 - 30/04/2025
3534401,SP,Osasco,2017,Nº 5 - 11/10/2017
3534708,SP,Ourinhos,2023,Nº 4 - 21/12/2023
3536901,SP,Pedranópolis,2025,Nº 9 - 30/06/2025
3537305,SP,Penápolis,2025,Nº 9 - 30/06/2025
3537602,SP,Peruíbe,2023,Nº 1 - 30/06/2023
3537800,SP,Piedade,2025,Nº 1 - 14/01/2025
3538709,SP,Piracicaba,2025,Nº 1 - 14/01/2025
3541406,SP,Presidente Prudente,2024,Nº 9 - 20/08/2024
3541604,SP,Promissão,2024,Nº 9 - 20/08/2024
3542206,SP,Rancharia,2022,Nº 5 - 09/09/2022
3542602,SP,Registro,2022,Nº 5 - 09/09/2022
3542701,SP,Restinga,2023,Nº 1 - 30/06/2023
3543402,SP,Ribeirão Preto,2023,Nº 4 - 21/12/2023
3543907,SP,Rio Claro,2024,Nº 9 - 20/08/2024
3545159,SP,Saltinho,2026,Nº 19 - 26/02/2026
3547601,SP,Santa Rosa de Viterbo,2025,Nº 1 - 14/01/2025
3548500,SP,Santos,2024,Nº 9 - 20/08/2024
3548708,SP,São Bernardo do Campo,2017,Nº 5 - 11/10/2017
3549805,SP,São José do Rio Preto,2020,Nº 1 - 23/01/2020
3550100,SP,São Manuel,2025,Nº 4 - 20/03/2025
3550308,SP,São Paulo,2016,Nº 2 - 03/05/2016
3550902,SP,São Simão,2026,Nº 26 - 26/07/2026
3551009,SP,São Vicente,2025,Nº 4 - 20/03/2025
3551108,SP,Sarapuí,2024,Nº 7 - 21/06/2024
3552304,SP,Sud Mennucci,2025,Nº 9 - 30/06/2025
3552403,SP,Sumaré,2025,Nº 4 - 20/03/2025
3552502,SP,Suzano,2024,Nº 2 - 08/03/2024
3552551,SP,Suzanápolis,2022,Nº 5 - 09/09/2022
3553955,SP,Tarumã,2023,Nº 4 - 21/12/2023
3554102,SP,Taubaté,2025,Nº 1 - 14/01/2025
3555406,SP,Ubatuba,2018,Nº 5 - 23/07/2018
3557105,SP,Votuporanga,2024,Nº 2 - 08/03/2024
1700251,TO,Abreulândia,2024,Nº 03 - 05/04/2024
1700301,TO,Aguiarnópolis,2025,Nº 14 - 16/10/2025
1701002,TO,Ananás,2018,Nº 9 - 18/12/2018
1701051,TO,Angico,2018,Nº 4 - 17/04/2018
1701309,TO,Aragominas,2016,Nº 5 - 03/08/2016
1701903,TO,Araguacema,2023,Nº 1 - 30/06/2023
1702109,TO,Araguaína,2025,Nº 7 - 28/04/2025
1702158,TO,Araguanã,2025,Nº 17 - 31/12/2025
1702208,TO,Araguatins,2024,Nº 11 - 09/10/2024
1702307,TO,Arapoema,2018,Nº 4 - 17/04/2018
1702554,TO,Augustinópolis,2025,Nº 17 - 31/12/2025
1702901,TO,Axixá do Tocantins,2025,Nº 17 - 31/12/2025
1703008,TO,Babaçulândia,2024,Nº 8 - 03/07/2024
1703057,TO,Bandeirantes do Tocantins,2025,Nº 17 - 31/12/2025
1703073,TO,Barra do Ouro,2025,Nº 17 - 31/12/2025
1703107,TO,Barrolândia,2025,Nº 17 - 31/12/2025
1703206,TO,Bernardo Sayão,2025,Nº 17 - 31/12/2025
1703602,TO,Brasilândia do Tocantins,2025,Nº 17 - 31/12/2025
1703701,TO,Brejinho de Nazaré,2024,Nº 03 - 05/04/2024
1703800,TO,Buriti do Tocantins,2018,Nº 9 - 18/12/2018
1703826,TO,Cachoeirinha,2024,Nº 8 - 03/07/2024
1703842,TO,Campos Lindos,2016,Nº 1 - 21/03/2016
1703883,TO,Carmolândia,2025,Nº 17 - 31/12/2025
